CME_num,LASCO_Start,Start_Date,Arrival_Date,PE_duration,Arrival_v,Transit_time,Transit_time_err,LASCO_Date,LASCO_v,LASCO_pa,LASCO_da,LASCO_halo,v_r,v_r_err,Theta_source,Phi_source,source_err,POS_source_angle,rel_wid,Mass,Bz,DST,v_r_stat,Accel.,Analyitic_w,Analyitic_gamma,filename
index,datetime,datetime,datetime,hours,km/s,hours,hours,datetime,km/s,deg,deg,,km/s,km/s,arcsec,arcsec,arcsec,deg,rad,g,nT,,km/s,m/s^2,km/s,km^-1,
146,2010-05-24 14:06:05.000,2010-05-24 17:36:20.120,2010-05-28 19:00:00,22.0,360,97.39416666666666,0.54732,2010-05-24 14:06:05,427.0,-9999.0,360.0,FH,809.19,125.3,4.858955517408043,6.900680821986302,20.0,81.56705732341274,0.7853981633974483,-9999.0,14,-80.0,480.02899999999994,0,352.6,3.792e-07,CME_0146_param_inv.csv
147,2010-10-26 01:36:05.000,2010-10-26 18:22:56.600,2010-10-31 05:00:00,40.0,340,106.6175,0.33282,2010-10-26 01:36:05,214.0,198.0,83.0,N,395.9,5.2497,-909.2100295781667,-295.42024662245024,20.0,-25.069701100106315,0.7243116395776468,1.9e+16,9,-11.0,261.278,6.5388,332.83,3.2195e-07,CME_0147_param_inv.csv
148,2011-02-15 02:24:05.000,2011-02-15 05:07:09.440,2011-02-18 19:00:00,37.0,470,85.88055555555556,0.20454,2011-02-15 02:24:05,669.0,-9999.0,360.0,FH,1136.6,88.499,-2.167600194058156,-14.504301913217724,20.0,75.33806090699456,1.1519173063162575,4300000000000000.0,10,-32.0,728.563,0,0,0,CME_0148_param_inv.csv
149,2011-03-03 06:12:05.000,2011-03-03 13:39:30.560,2011-03-06 09:00:00,45.0,430,67.34138888888889,1.0405,2011-03-03 06:12:05,263.0,169.0,206.0,HH,530.26,136.8,-9.30538101420964,-18.361737937864653,20.0,69.48772149795849,0.7853981633974483,1400000000000000.0,6,-27.0,311.601,8.2248,0,0,CME_0149_param_inv.csv
150,2011-03-24 17:48:06.000,2011-03-25 10:31:57.600,2011-03-29 23:00:00,29.0,360,108.46722222222222,1.0736,2011-03-24 17:48:06,193.0,87.0,36.0,N,202.05,13.27,50.03317416825443,954.6898352253726,20.0,-21.794355006111264,0.3141592653589793,110000000000000.0,12,-4.0,239.71099999999998,0,366.63,3.7088e-07,CME_0150_param_inv.csv
151,2011-05-25 05:24:07.000,2011-05-25 16:45:03.400,2011-05-28 05:00:00,16.0,510,60.248888888888885,0.19418,2011-05-25 05:24:07,276.0,320.0,38.0,N,329.55,47.173,732.338487621743,-614.5049548603316,20.0,-15.128478730870553,0.3316125578789226,110000000000000.0,11,-80.0,324.952,1.5415,0,0,CME_0151_param_inv.csv
152,2011-06-02 07:24:05.000,2011-06-02 20:36:23.000,2011-06-05 02:00:00,17.0,510,53.39361111111111,0.52172,2011-06-02 07:24:05,253.0,74.0,61.0,N,258.6,10.34,263.5093121610512,918.9661813170328,20.0,6.136918995155468,0.5323254218582705,140000000000000.0,12,-45.0,301.33099999999996,0,0,0,CME_0152_param_inv.csv
153,2011-06-14 07:24:07.000,2011-06-14 12:12:07.360,2011-06-17 05:00:00,8.0,500,64.79777777777778,0.58891,2011-06-14 06:12:05,571.0,64.0,188.0,HH,941.28,85.111,6.50055242237888,17.131074946252685,20.0,71.71166892107922,1.1519173063162575,1.5e+16,9,-5.0,627.9169999999999,29.409,450.76,7.8326e-08,CME_0153_param_inv.csv
154,2011-08-02 06:36:05.000,2011-08-02 09:26:39.440,2011-08-05 05:00:00,9.0,430,67.55555555555556,0.30059,2011-08-02 06:36:05,712.0,288.0,268.0,HH,990.79,246.61,27.360975960480793,8.622139157216857,20.0,61.41298728164724,1.1519173063162575,5100000000000000.0,5,-15.0,772.7239999999999,-21.254,329.03,3.451e-08,CME_0154_param_inv.csv
155,2011-08-04 04:12:05.000,2011-08-04 05:53:12.800,2011-08-06 22:00:00,24.0,540,64.11305555555555,0.14374,2011-08-04 04:12:05,1315.0,-9999.0,360.0,FH,1533.4,331.24,34.94635920015272,23.81528438566291,20.0,48.581180096376976,1.1519173063162575,1.1e+16,4,-115.0,1392.0049999999999,-67.3,527.62,3.4568e-07,CME_0155_param_inv.csv
156,2011-09-06 23:05:57.000,2011-09-07 02:43:56.520,2011-09-10 03:00:00,12.0,470,72.2675,0.24899,2011-09-06 23:05:57,575.0,-9999.0,360.0,FH,753.29,126.86,27.458560267672826,16.171497143796177,20.0,58.45553659735455,0.7853981633974483,1.5e+16,14,-75.0,632.025,-3.4675,440.99,1.2021e-07,CME_0156_param_inv.csv
157,2011-09-14 00:00:05.000,2011-09-14 03:08:49.160,2011-09-17 14:00:00,16.0,430,82.85277777777777,0.46577,2011-09-14 00:00:05,408.0,334.0,242.0,HH,896.62,128.09,3.6194642425827492,-5.503998815393729,20.0,83.41561002928673,0.7853981633974483,2500000000000000.0,11,-72.0,460.51599999999996,0,423.84,5.3711e-07,CME_0157_param_inv.csv
158,2011-09-24 12:48:07.000,2011-09-24 14:05:30.280,2011-09-26 20:00:00,43.0,580,53.908055555555556,0.57279,2011-09-24 12:48:07,1915.0,-9999.0,360.0,FH,2541.4,748.78,4.17197445583938,12.392207197697806,20.0,76.9347857983832,1.1519173063162575,1.6e+16,7,-118.0,2008.205,53.752,543.16,1.3727e-07,CME_0158_param_inv.csv
159,2011-10-02 02:00:06.000,2011-10-02 14:49:57.600,2011-10-05 10:00:00,12.0,450,67.16722222222222,0.15561,2011-10-02 02:00:06,259.0,167.0,103.0,PH,261.6,3.2888,-84.59585126476203,-7.537941407198426,20.0,5.357310033690178,0.5585053606381855,300000000000000.0,12,-43.0,307.493,0,0,0,CME_0159_param_inv.csv
160,2011-10-22 01:25:53.000,2011-10-22 04:54:11.840,2011-10-24 22:00:00,18.0,460,65.09666666666666,0.45888,2011-10-22 01:25:53,593.0,-9999.0,360.0,FH,966.1,151.43,-7.031179709114346,1.2081469094787836,20.0,82.8662932202232,1.1519173063162575,1.6e+16,21,-147.0,650.511,17.703,363.56,3.7164e-08,CME_0160_param_inv.csv
161,2011-10-27 12:00:06.000,2011-10-27 16:13:00.360,2011-11-02 01:00:00,27.0,380,128.78305555555556,0.32398,2011-10-27 12:00:06,570.0,-9999.0,360.0,FH,724.61,117.78,-14.903109120841144,30.467974918905373,20.0,56.39985069571433,0.7853981633974483,5800000000000000.0,6,-66.0,626.89,-5.7423,0,0,CME_0161_param_inv.csv
162,2011-11-09 13:36:05.000,2011-11-09 16:02:44.480,2011-11-13 10:00:00,40.0,370,89.95416666666667,0.18027,2011-11-09 13:36:05,907.0,-9999.0,360.0,FH,1131.0,188.96,-15.759663129210892,10.625911226109675,20.0,71.06831814982309,1.1519173063162575,1.4e+16,5,-13.0,972.9889999999999,-29.958,355.01,2.0205e-07,CME_0162_param_inv.csv
163,2011-11-26 07:12:06.000,2011-11-26 10:03:52.440,2011-11-29 00:00:00,8.0,450,61.93527777777778,0.21186,2011-11-26 07:12:06,933.0,-9999.0,360.0,FH,1173.8,166.3,20.893395872091148,10.532750736354089,20.0,66.7083607283107,1.1519173063162575,1.2e+16,15,-25.0,999.6909999999999,10.263,329.38,3.1872e-08,CME_0163_param_inv.csv
164,2012-01-18 12:24:05.000,2012-01-18 19:03:45.680,2012-01-21 06:00:00,26.0,320,58.937222222222225,0.59738,2012-01-18 12:24:05,267.0,172.0,203.0,HH,465.94,44.57,6.460339120760988,7.925574930313372,20.0,79.7880483874258,0.5585053606381855,2200000000000000.0,10,-10.0,315.709,0,0,0,CME_0164_param_inv.csv
165,2012-01-19 14:36:05.000,2012-01-19 17:32:31.160,2012-01-22 23:00:00,8.0,450,77.45777777777778,0.16904,2012-01-19 14:36:05,1120.0,-9999.0,360.0,FH,1772.3,97.494,8.256139971500714,-13.0902377440564,20.0,74.56217628715385,1.1519173063162575,1.9e+16,9,-71.0,1191.74,119.0,442.26,4.604e-07,CME_0165_param_inv.csv
166,2012-02-24 03:46:02.000,2012-02-24 07:14:15.080,2012-02-27 19:00:00,21.0,440,83.76222222222222,0.18437,2012-02-24 03:46:02,800.0,341.0,189.0,HH,995.19,115.54,44.49486517116097,14.512790240325325,20.0,43.67387300639299,1.1519173063162575,6300000000000000.0,13,-57.0,863.0999999999999,18.003,438.84,2.8408e-06,CME_0166_param_inv.csv
167,2012-03-07 00:24:06.000,2012-03-07 01:16:10.296,2012-03-09 03:00:00,52.0,550,49.73027777777778,0.61788,2012-03-07 00:24:06,2684.0,-9999.0,360.0,FH,3567.4,840.76,-6.9287186749214245,11.368959978959412,20.0,76.70985084381469,1.1519173063162575,1.4e+16,7,-145.0,2797.968,-139.8,479.97,7.795e-08,CME_0167_param_inv.csv
168,2012-03-13 17:36:05.000,2012-03-13 18:56:12.440,2012-03-15 17:00:00,17.0,680,46.06305555555555,0.35424,2012-03-13 17:36:05,1884.0,-9999.0,360.0,FH,2283.1,578.84,14.047791610419479,16.459675516224188,20.0,68.4876527611059,1.1519173063162575,2.3e+16,9,-88.0,1976.368,10.002,629.59,1.1597e-07,CME_0168_param_inv.csv
169,2012-05-12 00:00:05.000,2012-05-12 01:49:45.440,2012-05-16 16:00:00,30.0,370,110.17055555555555,0.57666,2012-05-12 00:00:05,805.0,-9999.0,360.0,FH,1493.5,463.99,-5.68517132522697,-1.3420158413452175,53.35764807144378,84.15908699277817,1.1519173063162575,4600000000000000.0,10,-39.0,868.2349999999999,0,0,0,CME_0169_param_inv.csv
170,2012-06-14 14:12:07.000,2012-06-14 16:40:10.360,2012-06-16 23:00:00,13.0,440,54.33027777777778,0.1756,2012-06-14 14:12:07,987.0,-9999.0,360.0,FH,1179.4,173.85,-8.849619640646441,-25.37261113572346,20.0,63.22520225622594,1.1519173063162575,1.2e+16,28,-86.0,1055.149,-15.758,26.173,7.9214e-09,CME_0170_param_inv.csv
171,2012-07-02 08:36:04.000,2012-07-02 10:39:26.680,2012-07-05 00:00:00,32.0,470,61.3425,0.20582,2012-07-02 08:36:04,1074.0,-9999.0,360.0,FH,1350.5,286.91,6.633527402567397,17.912655909019662,20.0,70.93635418140475,1.1519173063162575,6000000000000000.0,8,-19.0,1144.4979999999998,-37.398,387.68,5.0304e-08,CME_0171_param_inv.csv
172,2012-07-04 17:24:04.000,2012-07-04 20:39:47.200,2012-07-09 00:00:00,14.0,410,99.33666666666667,0.4536,2012-07-04 17:24:04,662.0,-9999.0,360.0,FH,953.92,140.6,20.57693584236197,-12.55088080964887,20.0,66.03998491284526,1.1519173063162575,340000000000000.0,12,-78.0,721.3739999999999,0,0,0,CME_0172_param_inv.csv
173,2012-07-12 16:48:05.000,2012-07-12 18:59:30.440,2012-07-15 06:00:00,47.0,490,59.00805555555556,0.94641,2012-07-12 16:48:05,885.0,-9999.0,360.0,FH,1379.7,618.67,4.668517282693918,-13.523781368368283,20.0,75.70729988161114,1.1519173063162575,6900000000000000.0,16,-139.0,950.3949999999999,0,403.91,4.9857e-08,CME_0173_param_inv.csv
174,2012-09-28 00:12:05.000,2012-09-28 02:45:48.200,2012-10-01 00:00:00,24.0,370,69.23638888888888,0.15815,2012-09-28 00:12:05,947.0,-9999.0,360.0,FH,999.16,260.76,33.02053614600869,3.230149031050829,20.0,56.839664445058055,1.1519173063162575,9200000000000000.0,14,-122.0,1014.069,-42.44,185.35,1.6798e-08,CME_0174_param_inv.csv
175,2012-10-05 02:48:05.000,2012-10-05 07:22:19.520,2012-10-08 18:00:00,18.0,390,82.62777777777778,0.59097,2012-10-05 02:48:05,612.0,258.0,284.0,FH,1066.9,113.91,17.910065415982707,-11.301559042526291,20.0,68.92163203841966,1.1519173063162575,1e+16,16,-107.0,670.024,43.405,364.55,1.273e-07,CME_0175_param_inv.csv
176,2012-10-27 16:48:05.000,2012-10-27 23:58:50.120,2012-11-01 00:00:00,27.0,340,96.01916666666666,0.92955,2012-10-27 16:48:05,317.0,-9999.0,360.0,FH,605.03,79.811,-4.3505788690062825,-8.068060071888487,20.0,80.84053419948742,0.7853981633974483,4900000000000000.0,11,-65.0,367.05899999999997,14.534,306.42,7.6454e-08,CME_0176_param_inv.csv
177,2012-11-09 15:12:08.000,2012-11-09 19:29:33.800,2012-11-13 08:00:00,19.0,380,84.50722222222223,0.365,2012-11-09 15:12:08,559.0,175.0,276.0,FH,822.42,146.06,-27.674363729291905,-9.433228853012746,20.0,60.88275183074175,0.7853981633974483,5000000000000000.0,21,-108.0,615.593,12.213,346.52,9.1283e-08,CME_0177_param_inv.csv
178,2012-11-20 12:00:07.000,2012-11-20 15:38:22.720,2012-11-24 12:00:00,22.0,380,92.36027777777778,0.49126,2012-11-20 12:00:07,619.0,-9999.0,360.0,FH,986.34,155.76,18.632348118022563,18.812846464741785,20.0,63.76197456772472,1.1519173063162575,8400000000000000.0,12,-40.0,677.213,15.626,373.06,4.2853e-07,CME_0178_param_inv.csv
179,2012-11-23 13:48:06.000,2012-11-23 17:19:00.720,2012-11-26 12:00:00,41.0,450,66.68305555555555,0.55857,2012-11-23 13:48:06,519.0,-9999.0,360.0,FH,912.76,231.65,-8.301138295390153,-5.29114766174461,20.0,80.16593336552283,1.1519173063162575,6900000000000000.0,6,-8.0,574.5129999999999,8.8008,349.63,3.4106e-08,CME_0179_param_inv.csv
180,2013-01-13 12:00:06.000,2013-01-13 22:37:25.200,2013-01-17 16:00:00,20.0,390,89.37611111111111,0.55336,2013-01-13 12:00:06,229.0,348.0,176.0,PH,391.87,93.407,48.65136280398246,-6.756117555515275,20.0,40.99943747405374,0.5585053606381855,320000000000000.0,12,-52.0,276.683,4.6234,0,0,CME_0180_param_inv.csv
181,2013-03-15 07:12:05.000,2013-03-15 09:23:02.720,2013-03-17 15:00:00,49.0,520,53.615833333333335,0.21222,2013-03-15 07:12:05,1063.0,-9999.0,360.0,FH,1402.0,313.96,-10.320301251022245,10.86539854568236,20.0,75.05734560968453,1.1519173063162575,1.3e+16,9,-132.0,1133.2009999999998,24.431,388.89,3.4401e-08,CME_0181_param_inv.csv
182,2013-04-11 07:24:06.000,2013-04-11 09:26:44.760,2013-04-14 17:00:00,30.0,410,79.55416666666666,0.27367,2013-04-11 07:24:06,861.0,-9999.0,360.0,FH,1336.7,367.06,-17.11551419862759,5.743777032491969,20.0,71.97379820455711,1.1519173063162575,2.2e+16,9,-6.0,925.747,-40.551,389.59,1.6741e-07,CME_0182_param_inv.csv
183,2013-06-23 22:36:05.000,2013-06-24 09:05:47.000,2013-06-28 02:00:00,34.0,390,88.9036111111111,1.9868,2013-06-23 22:36:05,174.0,284.0,174.0,PH,291.45,59.428,11.066136582014858,-10.57295464367546,20.0,74.74057256794718,0.5585053606381855,390000000000000.0,10,-102.0,220.19799999999998,0,0,0,CME_0183_param_inv.csv
184,2013-07-09 15:12:09.000,2013-07-09 20:30:55.800,2013-07-13 05:00:00,43.0,430,80.48444444444445,0.27335,2013-07-09 15:12:09,449.0,-9999.0,360.0,FH,600.4,32.91,27.898455407779895,-18.422941529406728,20.0,56.98040037843467,0.7853981633974483,3400000000000000.0,13,-81.0,502.62299999999993,0,404.61,1.183e-07,CME_0184_param_inv.csv
185,2013-09-29 22:12:05.000,2013-09-30 00:31:59.840,2013-10-02 23:00:00,23.0,470,70.46666666666667,0.17994,2013-09-29 22:12:05,1179.0,-9999.0,360.0,FH,1382.7,109.74,27.35385490951387,19.932713588107468,58.8000071365507,56.613521648736594,1.1519173063162575,2.2e+16,7,-72.0,1252.3329999999999,0,449.16,1.8498e-07,CME_0185_param_inv.csv
186,2013-10-06 14:43:22.000,2013-10-06 18:01:46.480,2013-10-09 09:00:00,39.0,480,62.97027777777778,0.34294,2013-10-06 14:43:22,567.0,-9999.0,360.0,FH,869.57,96.571,9.988722678596911,-12.054244525813152,20.0,74.39231032065312,0.7853981633974483,460000000000000.0,6,-69.0,623.809,0,339.59,2.3093e-08,CME_0186_param_inv.csv
187,2013-12-12 03:36:05.000,2013-12-12 05:50:26.480,2013-12-15 16:00:00,13.0,460,82.15916666666666,0.23145,2013-12-12 03:36:05,1002.0,214.0,276.0,FH,1290.5,265.95,-35.01999976000241,3.895241987580125,20.0,54.79155622374729,1.1519173063162575,1.4e+16,7,-23.0,1070.5539999999999,-33.06,0,0,CME_0187_param_inv.csv
188,2014-02-04 01:25:46.000,2014-02-04 03:53:12.280,2014-02-08 01:00:00,35.0,420,93.11305555555555,0.32026,2014-02-04 01:25:46,528.0,233.0,181.0,HH,956.41,223.58,-17.92470378349673,-11.956269393259133,20.0,68.56312398614278,1.1519173063162575,6900000000000000.0,9,-39.0,583.756,-5.6127,0,0,CME_0188_param_inv.csv
189,2014-02-12 06:00:05.000,2014-02-12 13:40:45.440,2014-02-16 05:00:00,11.0,380,87.32055555555556,2.2096,2014-02-12 06:00:05,373.0,-9999.0,360.0,FH,421.23,129.59,-6.534305272211394,-9.348860780940438,162.6060594820429,78.61060054956775,0.5585053606381855,5000000000000000.0,15,-24.0,424.57099999999997,0,0,0,CME_0189_param_inv.csv
190,2014-04-02 13:36:20.000,2014-04-02 15:23:06.200,2014-04-05 22:00:00,31.0,380,78.61472222222223,0.20418,2014-04-02 13:36:20,1471.0,-9999.0,360.0,FH,1815.7,276.23,8.50647184540673,-11.467038271774669,20.0,75.75630315094008,1.1519173063162575,1.4e+16,13,-15.0,1552.2169999999999,1.0945,346.95,1.0449e-07,CME_0190_param_inv.csv
191,2014-04-18 13:25:51.000,2014-04-18 15:14:01.800,2014-04-21 07:00:00,26.0,540,63.766111111111115,0.13845,2014-04-18 13:25:51,1203.0,-9999.0,360.0,FH,1494.6,326.11,9.97872459927633,-23.621255009858725,20.0,64.4692112930013,1.1519173063162575,2e+16,6,-32.0,1276.981,21.187,526.12,3.0929e-07,CME_0191_param_inv.csv
192,2014-08-15 17:48:07.000,2014-08-15 23:25:00.280,2014-08-19 16:00:00,37.0,360,88.58305555555556,0.37461,2014-08-15 17:48:07,342.0,-9999.0,360.0,FH,544.82,38.494,17.4915089783692,17.566425133094032,20.0,65.4067854397051,0.7853981633974483,2300000000000000.0,17,-28.0,392.734,0,257.39,1.9649e-08,CME_0192_param_inv.csv
193,2014-09-10 18:00:05.000,2014-09-10 19:41:36.560,2014-09-12 22:00:00,28.0,600,50.30638888888889,0.18734,2014-09-10 18:00:05,1267.0,-9999.0,360.0,FH,1543.8,395.06,-6.893375325969388,16.374822841614716,20.0,72.27004327066297,1.1519173063162575,2.1e+16,20,-88.0,1342.7089999999998,-69.213,518.52,6.2385e-08,CME_0193_param_inv.csv
194,2014-09-12 18:24:05.000,2014-09-12 21:06:02.480,2014-09-17 02:00:00,42.0,310,100.89916666666667,0.4168,2014-09-12 18:24:05,808.0,335.0,217.0,HH,1308.9,207.62,8.788715910567985,-5.666539398488373,20.0,79.55496293919931,1.1519173063162575,1.2e+16,9,-18.0,871.3159999999999,25.792,289.96,1.3465e-07,CME_0194_param_inv.csv
195,2014-12-17 05:00:05.000,2014-12-17 08:23:00.200,2014-12-22 04:00:00,13.0,380,115.61638888888889,0.27995,2014-12-17 05:00:05,587.0,-9999.0,360.0,FH,800.78,152.9,4.578280312584325,-26.802241578092694,20.0,62.83810578142053,0.7853981633974483,1.2e+16,16,-71.0,644.3489999999999,-11.685,0,0,CME_0195_param_inv.csv
196,2015-01-03 03:12:08.000,2015-01-03 18:40:05.600,2015-01-07 07:00:00,13.0,450,84.33166666666666,5.47,2015-01-03 03:12:08,163.0,118.0,153.0,PH,208.69,79.533,27.00191038793696,-1.8224114359373358,129.60036073612935,62.94127243664546,0.5585053606381855,2800000000000000.0,16,-99.0,208.90099999999998,0,451.76,1.8582e-06,CME_0196_param_inv.csv
197,2015-03-15 01:48:05.000,2015-03-15 04:15:42.800,2015-03-17 13:00:00,16.0,560,56.738055555555555,0.25458,2015-03-15 01:48:05,719.0,-9999.0,360.0,FH,1116.4,194.87,12.602243559332745,-15.96503617362112,20.0,69.76255657372596,1.1519173063162575,3e+16,20,-223.0,779.9129999999999,-18.333,495.51,6.8029e-08,CME_0197_param_inv.csv
198,2015-06-21 02:36:05.000,2015-06-21 04:15:35.960,2015-06-23 02:00:00,36.0,610,45.739999999999995,0.27666,2015-06-21 02:36:05,1366.0,-9999.0,360.0,FH,1810.4,481.99,-8.524274185020255,8.537180380752046,20.0,77.95809966008198,1.1519173063162575,9600000000000000.0,14,-204.0,1444.3819999999998,4.1032,477.9,4.1416e-08,CME_0198_param_inv.csv
200,2015-07-10 02:24:04.000,2015-07-10 12:26:13.600,2015-07-13 06:00:00,33.0,490,65.56277777777778,0.37579,2015-07-10 02:24:04,348.0,181.0,138.0,PH,613.06,14.088,-57.791940402979854,-23.0410029498525,20.0,29.37184615379833,0.7853981633974483,4800000000000000.0,8,-61.0,398.89599999999996,15.378,0,0,CME_0200_param_inv.csv
201,2015-08-12 14:48:05.000,2015-08-12 19:38:27.920,2015-08-15 21:00:00,11.0,500,73.35888888888888,0.20863,2015-08-12 14:48:05,647.0,221.0,204.0,HH,783.18,56.621,55.30482898689972,-16.734663345080456,20.0,33.03172343461957,0.7853981633974483,7700000000000000.0,12,-84.0,705.9689999999999,9.9856,497.56,1.5362e-06,CME_0201_param_inv.csv
202,2015-09-04 19:36:04.000,2015-09-05 09:07:01.600,2015-09-08 00:00:00,39.0,460,62.882777777777775,0.64505,2015-09-04 19:36:04,217.0,127.0,64.0,N,242.33,12.156,-575.3351621333583,763.4955476052119,20.0,-36.28424726146482,0.5585053606381855,1800000000000000.0,15,-94.0,264.359,0,0,0,CME_0202_param_inv.csv
203,2015-09-18 05:00:06.000,2015-09-18 08:04:42.120,2015-09-21 08:00:00,17.0,510,71.92138888888888,0.31498,2015-09-18 05:00:06,823.0,201.0,131.0,PH,1247.9,189.29,1.3546359227346245,-9.389018516358064,20.0,80.5146296025314,1.1519173063162575,7800000000000000.0,5,-75.0,886.7209999999999,45.936,508.1,2.0254e-06,CME_0203_param_inv.csv
204,2015-11-04 14:48:04.000,2015-11-04 17:54:55.480,2015-11-07 06:00:00,34.0,500,60.08444444444444,0.33999,2015-11-04 14:48:04,578.0,-9999.0,360.0,FH,948.3,110.52,0.17631514339322654,6.27832379553332,20.0,83.71921086258152,1.1519173063162575,6600000000000000.0,13,-89.0,635.106,0,365.72,2.6493e-08,CME_0204_param_inv.csv
205,2015-12-16 09:36:04.000,2015-12-16 12:04:07.000,2015-12-20 03:00:00,41.0,400,86.93138888888889,0.36738,2015-12-16 09:36:04,579.0,-9999.0,360.0,FH,1079.9,169.37,-4.801004917106756,-0.4333018877286066,20.0,85.1795270861273,1.1519173063162575,2300000000000000.0,15,-155.0,636.1329999999999,0,391.32,3.6333e-07,CME_0205_param_inv.csv
206,2015-12-28 12:12:05.000,2015-12-28 14:25:11.960,2015-12-31 17:00:00,42.0,440,74.58,0.19284,2015-12-28 12:12:05,1212.0,-9999.0,360.0,FH,1520.5,237.89,7.898231679671748,-23.038302391338707,20.0,65.71538482250871,1.1519173063162575,1.9e+16,10,-117.0,1286.224,17.08,420.32,1.8584e-07,CME_0206_param_inv.csv
207,2016-01-14 23:24:05.000,2016-01-15 11:30:23.000,2016-01-19 10:00:00,38.0,370,94.49361111111111,1.3133,2016-01-14 23:24:05,191.0,-9999.0,360.0,FH,264.55,30.133,11.451849976188099,-27.521607764488213,20.0,60.36365208967809,0.5585053606381855,3000000000000000.0,14,-93.0,237.65699999999998,0,0,0,CME_0207_param_inv.csv
208,2016-04-10 11:12:05.000,2016-04-10 16:02:12.440,2016-04-14 09:00:00,19.0,420,88.96305555555556,0.2475,2016-04-10 11:12:05,543.0,26.0,136.0,PH,685.6,121.65,70.08326291842705,10.922139596510087,20.0,19.541130092655443,0.7853981633974483,4600000000000000.0,8,-59.0,599.161,4.4028,0,0,CME_0208_param_inv.csv
209,2016-07-17 10:48:05.000,2016-07-17 17:45:17.960,2016-07-20 07:00:00,56.0,440,61.245,0.64782,2016-07-17 10:48:05,340.0,-9999.0,360.0,FH,510.31,73.047,22.63068106637867,2.562494190116198,20.0,67.23228203752481,0.7853981633974483,610000000000000.0,10,-23.0,390.67999999999995,4.6344,0,0,CME_0209_param_inv.csv
210,2016-07-28 22:24:05.000,2016-07-29 08:20:33.680,2016-08-02 14:00:00,13.0,420,101.65722222222222,0.78641,2016-07-28 22:24:05,265.0,252.0,120.0,PH,523.18,45.32,-35.77000399960004,-16.70986601339866,20.0,50.996564929452354,0.7853981633974483,390000000000000.0,20,-14.0,313.655,10.791,0,0,CME_0210_param_inv.csv
211,2016-11-05 04:24:05.000,2016-11-05 12:45:10.040,2016-11-10 00:00:00,16.0,360,107.24694444444444,0.0056422,2016-11-05 04:24:05,350.0,58.0,33.0,N,560.15,1.1645,506.60281660694386,810.7339799255432,20.0,0.612776355825855,0.2879793265790644,590000000000000.0,11,-59.0,400.95,10.303,0,0,CME_0211_param_inv.csv
212,2017-05-23 05:00:06.000,2017-05-23 10:07:51.120,2017-05-27 22:00:00,40.0,360,107.86888888888889,2.8492,2017-05-23 05:00:06,259.0,215.0,243.0,HH,573.68,329.94,0.8937543394055075,-2.3159197844371673,66.59041493733724,87.51769337408007,0.7853981633974483,-9999.0,16,-122.0,307.493,0,0,0,CME_0212_param_inv.csv
214,2017-09-04 20:36:05.000,2017-09-04 22:19:25.280,2017-09-07 20:00:00,8.0,490,69.67611111111111,0.14007,2017-09-04 20:36:05,1418.0,-9999.0,360.0,FH,1808.0,151.95,6.258944129375955,-11.196096040093636,20.0,77.19271063138333,1.1519173063162575,-9999.0,10,-17.0,1497.7859999999998,0,477.57,3.1769e-07,CME_0214_param_inv.csv
215,2017-09-06 12:24:05.000,2017-09-06 14:00:38.840,2017-09-08 11:00:00,58.0,590,44.98916666666666,0.18527,2017-09-06 12:24:05,1571.0,-9999.0,360.0,FH,1845.7,361.77,31.72750739340409,-3.2261830316208444,20.0,58.12592728925192,1.1519173063162575,-9999.0,7,-124.0,1654.917,-2.3911,420.03,3.1995e-08,CME_0215_param_inv.csv
216,2018-03-06 01:25:41.000,2018-03-07 02:01:12.200,2018-03-09 22:00:00,26.0,410,67.97972222222222,1.3987,2018-03-06 01:25:41,127.0,234.0,136.0,PH,134.2,7.8708,-60.00186993766876,-11.346556781440619,20.0,29.35371769022366,0.5585053606381855,-9999.0,14,-39.0,171.929,0,0,0,CME_0216_param_inv.csv
